undo,undo.svg,fill,https://wentin.github.io/eva-icons/package/icons/fill/svg/undo.svg
unlock,unlock.svg,fill,https://wentin.github.io/eva-icons/package/icons/fill/svg/unlock.svg
upload,upload.svg,fill,https://wentin.github.io/eva-icons/package/icons/fill/svg/upload.svg
video off,video-off.svg,fill,https://wentin.github.io/eva-icons/package/icons/fill/svg/video-off.svg
video,video.svg,fill,https://wentin.github.io/eva-icons/package/icons/fill/svg/video.svg
volume down,volume-down.svg,fill,https://wentin.github.io/eva-icons/package/icons/fill/svg/volume-down.svg
volume mute,volume-mute.svg,fill,https://wentin.github.io/eva-icons/package/icons/fill/svg/volume-mute.svg
volume off,volume-off.svg,fill,https://wentin.github.io/eva-icons/package/icons/fill/svg/volume-off.svg
volume up,volume-up.svg,fill,https://wentin.github.io/eva-icons/package/icons/fill/svg/volume-up.svg
wifi off,wifi-off.svg,fill,https://wentin.github.io/eva-icons/package/icons/fill/svg/wifi-off.svg
wifi,wifi.svg,fill,https://wentin.github.io/eva-icons/package/icons/fill/svg/wifi.svg
activity outline,activity-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/activity-outline.svg
alert circle outline,alert-circle-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/alert-circle-outline.svg
alert triangle outline,alert-triangle-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/alert-triangle-outline.svg
archive outline,archive-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/archive-outline.svg
arrow back outline,arrow-back-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/arrow-back-outline.svg
arrow circle down outline,arrow-circle-down-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/arrow-circle-down-outline.svg
arrow circle left outline,arrow-circle-left-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/arrow-circle-left-outline.svg
arrow circle right outline,arrow-circle-right-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/arrow-circle-right-outline.svg
arrow circle up outline,arrow-circle-up-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/arrow-circle-up-outline.svg
arrow down outline,arrow-down-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/arrow-down-outline.svg
arrow downward outline,arrow-downward-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/arrow-downward-outline.svg
arrow forward outline,arrow-forward-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/arrow-forward-outline.svg
arrow ios back outline,arrow-ios-back-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/arrow-ios-back-outline.svg
arrow ios downward outline,arrow-ios-downward-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/arrow-ios-downward-outline.svg
arrow ios forward outline,arrow-ios-forward-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/arrow-ios-forward-outline.svg
arrow ios upward outline,arrow-ios-upward-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/arrow-ios-upward-outline.svg
arrow left outline,arrow-left-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/arrow-left-outline.svg
arrow right outline,arrow-right-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/arrow-right-outline.svg
arrow up outline,arrow-up-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/arrow-up-outline.svg
arrow upward outline,arrow-upward-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/arrow-upward-outline.svg
arrowhead down outline,arrowhead-down-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/arrowhead-down-outline.svg
arrowhead left outline,arrowhead-left-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/arrowhead-left-outline.svg
arrowhead right outline,arrowhead-right-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/arrowhead-right-outline.svg
arrowhead up outline,arrowhead-up-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/arrowhead-up-outline.svg
at outline,at-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/at-outline.svg
attach 2 outline,attach-2-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/attach-2-outline.svg
attach outline,attach-outline.svg,outline,https://wentin.github.io/eva-icons/package/icons/outline/svg/attach-outline.svg
